id,type,category_id,content
106,乳がん,3.1.1.1.,抗がん剤治療を受けるかどうか、副作用に対してどの程度まで体力がもつのか心配した。
107,乳がん,3.1.1.1.,抗がん剤治療はやらないですむようにできないものかと考えていた。
108,乳がん,3.1.1.1.,受けたい治療法があったが、遠方で保険外の治療であり、主治医にも言い難かった。
109,乳がん,3.1.1.1.,手術後、抗がん剤を使用するか悩んだ。また、使用する抗がん剤の選択に悩んだ。
111,乳がん,3.1.1.3.,治療の選択をするよう言われたが、情報も時間も無く動転している状態では難しかった。
112,乳がん,3.1.1.3.,胸膜に転移したが、情報が少なく治療を選択する上での標準となるものがなく困った。
113,乳がん,3.1.1.3.,事前に正確な知識を得て、落ち着いて治療法を選択すべきだったと後悔した。
114,乳がん,3.1.1.3.,医師の説明を聞き、治療方法についてどの治療方法が良いか分からず、知識がないため決断できず悩んだ。
115,乳がん,3.1.1.3.,がんについて考えたこともなく、何も知らなかったため、何をどうしてよいかわからなかった。
116,乳がん,3.1.1.3.,病状や治療法など自分の病気について詳しく知りたいが、誰に聞くのか、どうやって調べるのかわからない。
117,乳がん,3.1.1.3.,がんの知識は少なかったので、どのような治療法があるのか、どれがよいのかなど治療方法に関する不安があった。
118,乳がん,3.1.1.3.,がんなど思いもしなかったことでぼーっとした。我に返るとわからないことばかり。
119,乳がん,3.1.1.3.,ホルモン療法の副作用の種類と程度(抗がん剤の副作用がかなりひどいため)。
120,乳がん,3.1.1.3.,治療は最終的には自分で決めることだが知識がないため、本やインターネットなどで調べる必要があり、治療までの期間は不安ばかりだった。
121,乳がん,3.1.1.4.,病院や医師により治療方法が異なるので、悔いのない治療方法を探して選ぶのが大変だった。
122,乳がん,3.1.1.4.,医師により異なる治療方法を勧められ、悩んだ。
123,乳がん,3.1.1.4.,他の患者に聞くと、医師によって治療法が違う場合があるので心配になる。
124,乳がん,3.1.1.4.,3か所の病院に通っているが、それぞれの主治医の意見が異なり迷ってしまう。
125,乳がん,3.1.1.4.,大学病院では手術後の放射線治療を毎日行うと言っていたが、治療した病院は週に3回と決まっており、治療方針に問題はないのかという不安があった。
126,乳がん,3.1.1.4.,病院、医師の選択に悩んだ。5ヶ所の病院に行き診断を仰いだが、手術のしかた、リンパ切除するかしないか、抗がん剤の方法など治療方法が異なったため、決定まで1ヶ月間病院を渡り歩いた。
127,乳がん,3.1.1.4.,医師により手術方法の説明や治療方針が違う。
128,乳がん,3.1.1.5.,手術方法の選択で、担当医師と意見が分かれ悩んだ。
129,乳がん,3.1.1.5.,副作用について医師の詳しい説明もなく、自分で調べて服用しないことを選んだ。これに対して理解を得られず転院を申し出たが、「治療方針が決まっており、薬物療法後の放射線治療まで終わってから考えて欲しい」と言われた。
130,乳がん,3.1.1.5.,温存手術後の標準治療として放射線治療を指示されたが、セカンドオピニオンをとり、自分の判断で放射線治療を拒否した。そこに至るまでの自分の葛藤とセカンドオピニオンを聞きに別の病院へ行くことに対して医師の抵抗に遭い、拒否の意志を実行するため非常にエネルギーを使った。
131,乳がん,3.1.1.5.,7㎜という小さい状態で発見したのに、全摘手術を勧められ納得できなかった。何とか温存手術を受けられないかと悩み奔走した。
132,乳がん,3.1.1.5.,温存手術をしようと思っていたのに全摘を薦められたこと。結局がんばって温存にしてもらった。
133,乳がん,3.1.1.5.,ホルモン療法は副作用がひどく、医師に止めたいと申し出てもなかなか中止してもらえなかった。
134,乳がん,3.1.1.5.,乳房の全摘を希望したが、温存で放射線治療の方針と説明され、術後の再発と放射線に対する不安があった。
135,乳がん,3.1.1.5.,治療について主治医と意見の相違があり、結局4分の1切除でさらにがん細胞があれば1週間後に全摘と言われ、結果の出る1週間はとても落ち込んだ。
136,乳がん,3.1.1.5.,ハーセプチンの使用を希望したが、再発でないと使えないと言われてしまった。
137,乳がん,3.1.1.5.,ガイドラインではあと数ヶ月で抗がん剤治療が終わるが、現在の時流として投与期間のことが議論されており、できれば続けて服用したいが、主治医は効果のエビデンスがないからと応じてくれない。
138,乳がん,3.1.1.6.,治療方法の選択について、正しい知識を学ぼうとして、いろんな本を読んでも、理解したようでわかってなかった。納得できたのは治療等体験した後だった。
139,乳がん,3.1.1.6.,早期がんと診断されるまで2か月かかり、診察の日々で、更年期もあり心身ともに疲れ、手術してもらうことを決めてしまった。
140,乳がん,3.1.1.6.,がんが進行していたため、手術方法の選択肢が1つしか示されなかった。
141,乳がん,3.1.1.6.,がんと診断されたその日に検査の予約、入院手続きなどしなければならず、ベルトコンベアに乗せられたように考える暇もなくことが進み、これでよかったのか、判断が正しかったのかわからずに手術に向けて進んでいったこと。
142,乳がん,3.1.1.6.,がんの転移後は、治療法や副作用、後遺症に関する情報が少なく、セカンドオピニオンを受けても意見がさまざまで、判断に悩む。
143,乳がん,3.1.1.6.,がん告知から一週間後に、手術か抗がん剤治療かを決めるように言われ、先が見えずじたばたした。
144,乳がん,3.1.1.6.,どうしたら抗がん剤を避けられるか。それを理解してもらえるか。
145,乳がん,3.1.1.6.,もともと身体が丈夫でなく、がん以外の病気で内臓を3つ摘出していたので、自分の身体をこれ以上弱らせることなく過ごせる最善の方法は何か悩んだ。
146,乳がん,3.1.1.6.,薬物療法は医師の説明した期間は続けないといけないのか。
147,乳がん,3.1.1.6.,医師の治療方針へのとまどいがある。
148,乳がん,3.1.1.6.,化学療法（抗がん剤）による脱毛に耐えられず、再発防止のための術後の薬物治療について、セカンドオピニオンを求め、その後治療をすることに決めた。
149,乳がん,3.1.1.6.,抗がん剤治療のデータで有効性を％越えで説明されたとき、自分はその中に入るかどうか、苦しい抗がん剤治療は本当に自分に効くのかはっきりわからないことが一番の悩みだった。
150,乳がん,3.1.1.6.,高齢なので、成り行きに任せ、副作用のことを考えると積極的な治療は不安で拒否したく思った。子どもたちはできる医療を尽くすことを薦めた。
151,乳がん,3.1.1.6.,最初の抗がん剤の選択に誤りがあったと後悔している。
152,乳がん,3.1.1.6.,治療をしない選択はあるのか。
153,乳がん,3.1.1.6.,治療方針がわからないこと。
154,乳がん,3.1.1.6.,治療方針や今後のことのことで悩んだ。
155,乳がん,3.1.1.6.,治療方法のことで悩んだ。
156,乳がん,3.1.1.6.,術後の化学療法を受けるか否かの判断で、将来的に効果があるかわからない治療を受けいれられないところがある。
157,乳がん,3.1.1.6.,少しずつ体にがんが増えてきているので、どこまで治療を続けたらよいのか、また治療をやめてもよいのかというタイミングが分からない。
158,乳がん,3.1.1.6.,乳腺外科医の友人から、ホルモン治療の中断をひどく愚かなことだと忠告を受けた。自分の体を思ってのことだとわかっているが、それでよかったのかと悔やんでいる。
159,乳がん,3.1.1.6.,乳頭を温存したが、再発を考えるとこれでよかったかふと悩む。
160,乳がん,3.1.1.6.,乳房の全摘出との診断だったため、手術を回避し薬での治療を選択したが、終わりが見えないことで自分の選択が間違っていたのかと悩んでいる。
161,乳がん,3.1.1.6.,乳房全摘を温存に変えられないか。
162,乳がん,3.1.1.6.,病院と医師を信頼し、自分でいろいろ調べたうえでの治療ではあるが、本当にこれが最善なのかという気持ちはやはりどうしてもあり、日々悩み迷っている。
163,乳がん,3.1.1.6.,病院や治療の選択はこれでよかったのか、本当にこの方法しかないのかなど悩んだ。
164,乳がん,3.1.1.6.,保険診療である標準治療の他に、自由診療である樹状細胞療法を受けたいと思ったが、二重診療になると言われ主治医から紹介状をもらえなかった。
165,乳がん,3.1.2.1.,手術やその後の後遺症の不安があった。
166,乳がん,3.1.2.1.,これからの治療に対して不安や恐怖があった。
167,乳がん,3.1.2.1.,全身麻酔での手術で何か問題が起こらないかと心配した。
168,乳がん,3.1.2.1.,抗がん剤治療の効果について不安だ。
169,乳がん,3.1.2.1.,抗がん剤治療をしたくないと思い悩んだ。
170,乳がん,3.1.2.1.,手術をしたくなかった。
171,乳がん,3.1.2.1.,手術をしないで治る方法はないものかと思った。
172,乳がん,3.1.2.1.,治療はつらいのだろうか。
173,乳がん,3.1.2.1.,薬に対しての不安があった。
174,乳がん,3.1.2.1.,今度乳がんで放射線治療を受けるのだが、知人が放射線治療を受けた際、1週間前から○○を食べてはいけない・・・などの食事制限があったらしいが、放射線治療を受ける際に食事制限があるのか。
175,乳がん,3.1.2.2.,転移していて手術ができないと宣告され、つらかった。
176,乳がん,3.1.2.2.,三叉神経のところに腫瘍ができているために将来治癒しないかもしれないと言われ、これといった治療法がないと言われた。
177,乳がん,3.1.2.3.,薬物療法以外の治療法がないことがつらい。
178,乳がん,3.1.2.3.,外科手術以外治療法がないこと。
179,乳がん,3.1.2.4.,放射線治療終了後の治療について、薬を使う予定だが、外科の医師との話がまだなので先の治療方法についてはっきりせず不安だ。
180,乳がん,3.1.2.4.,他の行事を控えており、いつ手術を受ければ良いか悩んだ。
181,乳がん,3.1.2.4.,手術後の放射線治療がなかなか始まらず、早くしてほしい。
182,乳がん,3.1.2.4.,治療法の変更により手術が延期になった。
183,乳がん,3.1.2.4.,いつになっても治療計画を立ててたり教えたりしてもらえなかった。病院により医師の質に格差がある。
184,乳がん,3.1.2.6.,手術までの日数がとても長く感じられつらかった。
185,乳がん,3.1.2.6.,手術までの間に病巣が広がらないかと不安だった。
186,乳がん,3.1.2.6.,診断から手術まで長期間かかり、その間にがんが進行するのではないかと不安と焦りがあった。
187,乳がん,3.1.2.6.,ベッド待ちで、治療開始まで長期間待機となり、何もしないでいることへの不安や焦りがあった。
188,乳がん,3.1.2.6.,さまざまな検査を経て診断が出るまでに時間がかかり、その間にがんが進むのではないかと不安と焦りがあった。
189,乳がん,3.1.2.6.,がんと診断された病院から他の病院を紹介され、同じ検査を2度もされて手術まで3ヶ月かかり、その間に進行するのではと悩んだ。
190,乳がん,3.1.2.6.,「抗がん剤で肝臓のがんが良くならないと乳房の手術ができない」と言われた時、手術ができないと乳房の方がどんどん大きくなってしまうのではと不安でいっぱいだった。
191,乳がん,3.1.2.6.,手術までの待機期間が長かったので、もっと早く治療開始できる病院を探した方がいいのか。
192,乳がん,3.1.2.6.,初期の段階でがんが見つかったが、しこりがわかってからはだんだん大きくなっていくようで、手術待ちの月日が長く感じられ不安だった。
193,乳がん,3.1.2.6.,手術後に化学療法だったが、診断から手術まで1ヶ月あり、その間いろいろなことを考え、ナーバスになっていた。一つひとつ治療が終わっていくと、気持ちも強くなっていった。
194,乳がん,3.1.2.8.,治療に耐えられるのだろうかと心配した。
195,乳がん,3.1.2.8.,抗がん剤の治療に身体が耐えられるのかが不安だった。
196,乳がん,3.1.2.10.,心が落ち着き受け入れられるまで本当のことは聞かずに治療に専念して体力や気力を回復したいが、できるのか悩んだ。
197,乳がん,3.1.2.10.,検査日や手術日など、この日にしようと次々決まり、主治医のペースが早すぎてこちらの精神面が追いつかず、とても苦しんだ。
198,乳がん,3.1.2.10.,子供を産みたいと思っていた矢先の出来事だったので、受精卵凍結をしたが、促進剤を打たなければならず、病気が進行するのかもしれないと悩んだ。
199,乳がん,3.1.2.10.,診断をされる前の検査時は気持ちが沈んでいたが、診断後は前向きに考えた。
200,乳がん,3.1.2.10.,不妊治療、子宮内膜症の治療中だったので、それについてどうしたらよいか。
201,乳がん,3.1.3.1.,術後の放射線治療の副作用と後遺症で肉体的苦痛プラス精神的苦痛を倍増させ、気持ちの立て直しに1年かかった。
202,乳がん,3.1.3.1.,抗がん剤を使用しており、毎日の注射で血管が出難いらしくなかなか入らない。
203,乳がん,3.1.3.1.,治療が死ぬほどつらく、死んだ方が楽だと思うこともあり、気持ちのバランスがうまくとれなかった。痛みが強く、夜、安定剤を飲んで眠った時だけがほっとできた。
204,乳がん,3.1.3.1.,抗がん剤治療が回を追うごとに副作用が強くなり、肉体的にも精神的にもきつかった。
205,乳がん,3.1.3.1.,抗がん剤治療は放射線よりつらい。気分は最悪で生きた心地がしない。
206,乳がん,3.1.3.1.,抗がん剤治療が長い期間続いており、とてもつらい。
207,乳がん,3.1.3.1.,抗がん剤治療がつらかった。
208,乳がん,3.1.3.1.,治療が苦しい。
209,乳がん,3.1.3.1.,手術、抗がん剤、放射線等治療の副作用などに苦しんだ。
210,乳がん,3.1.3.1.,リンパ節転移で副作用が強く、入退院の繰り返しでの抗がん剤治療がつらかった。
211,乳がん,3.1.3.1.,抗がん剤治療の痛みや副作用がとてもつらかった。
212,乳がん,3.1.3.1.,治療が苦痛である。
213,乳がん,3.1.3.1.,ホルモン治療を受けているが、更年期の症状とよく似た状態がでて、薬を飲むことで状態が悪くなるようでつらい。
214,乳がん,3.1.3.1.,ホルモン療法の副作用のつらさと、抗がん剤が投与されないことで再発するのではないかと不安になった。
215,乳がん,3.1.3.1.,抗がん剤治療の副作用がつらい。
216,乳がん,3.1.3.1.,手術前の抗がん剤治療でがんはだいぶ小さくなったが、副作用がとてもつらい。
217,乳がん,3.1.3.1.,抗がん剤の副作用がきつく、精神的に落ち込んだ。
218,乳がん,3.1.3.1.,抗がん剤治療の副作用がつらく、治療をやめたいと悩んだ。
219,乳がん,3.1.3.1.,抗がん剤治療の副作用が強く、途中でやめてしまいホルモン治療を受けた。
220,乳がん,3.1.3.1.,治療が始まるまでいろいろと詳しく説明を受けたが、何回聞いても理解できなかった。実際の治療に直面して、説明程度ではない苦しさや倦怠感、体が動かないことを知った。
221,乳がん,3.1.3.1.,治療中は精神的にも肉体的にも本当につらく、このまま死んでしまうのでは、と真剣に悩んだ。正直、自分のことで精一杯で家族のことも考えられないくらい病んでいた。
222,乳がん,3.1.3.1.,手術後の治療の長さと、それに伴う副作用でそのときどきにつらい思いをした。
223,乳がん,3.1.3.1.,副作用がつらく、一日中家で寝ていて、食べられない、何もできない、自分が歯がゆい。
224,乳がん,3.1.3.1.,放射線治療のときずっと気分が悪く、皮膚もただれ皮がむけて痛く、自分の胸を見たとき、元に戻るだろうか、どうなっていくのだろうかと精神的にもつらく、悩んでいた。
225,乳がん,3.1.3.2.,つらかったので化学治療を途中でやめてホルモン治療だけにしたかったが、大丈夫だろうかと不安になった。
226,乳がん,3.1.3.2.,これで治療は終了と思っていた時に「抗がん剤をやります」と言われた時、やらなければいけないのか、やらないとどうなるのかと思った。
227,乳がん,3.1.3.2.,抗がん剤治療を続けるか、しばらく止めるか、選択に悩んでいる。
228,乳がん,3.1.3.2.,抗がん剤の副作用がつらいので、他の治療法を相談しようかと考えている。
229,乳がん,3.1.3.2.,ホルモン剤の副作用があるので止めたいが、医師から5年間といわれているので止めづらい。
230,乳がん,3.1.3.2.,抗がん剤の治療をこのまま続けていくのは不安だ。新しい薬にきりかえての治療法はどうなのか。
231,乳がん,3.1.3.2.,抗がん剤を長くは続けたくないと思っている。
232,乳がん,3.1.3.2.,ハーセプチンの点滴を続けているが、効いているのか分からないといわれ、このまま続けて意味があるのかと思う。
233,乳がん,3.1.3.2.,抗がん剤を4サイクル実施予定を3サイクルで止めるか少しだけ悩み、結局身体と相談し3サイクルでやめた。
234,乳がん,3.1.3.2.,薬の副作用で皮膚が黒ずみ手あれが激しく憂鬱だが、薬を中止する時期が難しく、自分で決断する勇気も知識もなく迷っている。
235,乳がん,3.1.3.2.,抗がん剤を飲むと逆に体調が悪くなるような気がするが、飲まないと再発するかもしれない。どちらが良いのか分からない。
236,乳がん,3.1.3.2.,5年間飲み続けたホルモン剤をやめるかどうかで悩んだ。8年経ったが現在のところ異常はないようである。
237,乳がん,3.1.3.2.,いつまで治療を続けなければならないのか、治療をやめることはできないのか、やめるとどうなるのかと考えながら、主治医に言われる通り今も治療をしている。
238,乳がん,3.1.3.2.,がんの特徴として5年後、10年後にも再発するケースもあるため、内服治療をいつまで続けるか、続けたとしても再発することがあるかもしれないという不安に悩まされている。
239,乳がん,3.1.3.2.,つらい抗がん剤治療、治療中にやめようかと思うことしばしばある。
240,乳がん,3.1.3.2.,どこで抗がん剤治療をやめようか悩んでいる。
241,乳がん,3.1.3.2.,どこまで治療をつづけるか。苦痛のないようにしたい。
242,乳がん,3.1.3.2.,ホルモン療法中であるが、子宮がんになりやすい副作用があると言われた。定期検査で子宮内膜に異常があると聞いて薬をやめようかとても悩んだ。
243,乳がん,3.1.3.2.,ホルモン療法を続けるか、中断して妊娠の準備をするかの選択。
